Date,Sales
2016-12-18,183.84
2016-12-19,214.77
2016-12-20,168.24
2016-12-21,130.99
2016-12-22,147.78
2016-12-23,187.94
2016-12-24,220.31
2016-12-25,169.8
2016-12-26,155.3
2016-12-27,194.95
2016-12-28,162.64
2016-12-29,148.38
2016-12-30,185.79
2016-12-31,154.61
2017-01-01,198.8
2017-01-02,193.59
2017-01-03,185.91
2017-01-04,146.76
2017-01-05,167.85
2017-01-06,169.05
2017-01-07,203.13
2017-01-08,190.47
2017-01-09,187.68
2017-01-10,162.24
2017-01-11,176.85
2017-01-12,184.54
2017-01-13,184.5
2017-01-14,204.95
2017-01-15,187.22
2017-01-16,194.35
2017-01-17,181.44
2017-01-18,211.39
2017-01-19,159.96
2017-01-20,214.94
2017-01-21,224.25
2017-01-22,218.06
2017-01-23,230.09
2017-01-24,192.62
2017-01-25,182.73
2017-01-26,180.62
2017-01-27,216.07
2017-01-28,230.46
2017-01-29,209.14
2017-01-30,188.56
2017-01-31,188.59
2017-02-01,169.45
2017-02-02,184.98
2017-02-03,220.76
2017-02-04,211.59
2017-02-05,222.27
2017-02-06,213.56
2017-02-07,208.66
2017-02-08,151.99
2017-02-09,181.03
2017-02-10,209.51
2017-02-11,240.54
2017-02-12,219.58
2017-02-13,188.53
2017-02-14,209.16
2017-02-15,180.04
2017-02-16,176.11
2017-02-17,200.74
2017-02-18,223.48
2017-02-19,221.53
2017-02-20,187.18
2017-02-21,216.84
2017-02-22,212.16
2017-02-23,207.12
2017-02-24,196.37
2017-02-25,226.49
2017-02-26,233.7
2017-02-27,232.38
2017-02-28,216.47
2017-03-01,185.01
2017-03-02,201.51
2017-03-03,223.15
2017-03-04,254.13
2017-03-05,247.08
2017-03-06,237.87
2017-03-07,210.27
2017-03-08,219.67
2017-03-09,208.84
2017-03-10,205.71
2017-03-11,255.61
2017-03-12,249.17
2017-03-13,221.5
2017-03-14,203.86
2017-03-15,204.92
2017-03-16,211.52
2017-03-17,223.39
2017-03-18,240.95
2017-03-19,265.84
2017-03-20,245.78
2017-03-21,215.39
2017-03-22,215.99
2017-03-23,190.4
2017-03-24,227.63
2017-03-25,264.57
2017-03-26,238.14
2017-03-27,217.98
2017-03-28,203.65
2017-03-29,186.35
2017-03-30,194.86
2017-03-31,216.77
2017-04-01,216.93
2017-04-02,242.14
2017-04-03,244.64
2017-04-04,200.15
2017-04-05,225.73
2017-04-06,214.46
2017-04-07,237.87
2017-04-08,228.14
2017-04-09,254.64
2017-04-10,214.56
2017-04-11,226.87
2017-04-12,205.19
2017-04-13,214.68
2017-04-14,204.28
2017-04-15,224.0
2017-04-16,250.12
2017-04-17,215.98
2017-04-18,219.64
2017-04-19,181.21
2017-04-20,218.12
2017-04-21,202.36
2017-04-22,244.58
2017-04-23,249.33
2017-04-24,218.46
2017-04-25,220.05
2017-04-26,204.17
2017-04-27,195.79
2017-04-28,204.12
2017-04-29,205.17
2017-04-30,243.44
2017-05-01,203.61
2017-05-02,210.85
2017-05-03,194.34
2017-05-04,212.01
2017-05-05,212.6
2017-05-06,227.48
2017-05-07,246.91
2017-05-08,229.78
2017-05-09,211.77
2017-05-10,202.86
2017-05-11,176.26
2017-05-12,225.89
2017-05-13,238.95
2017-05-14,217.96
2017-05-15,218.3
2017-05-16,203.58
2017-05-17,190.89
2017-05-18,201.33
2017-05-19,232.97
2017-05-20,242.9
2017-05-21,210.37
2017-05-22,228.09
2017-05-23,220.84
2017-05-24,195.4
2017-05-25,209.32
2017-05-26,238.26
2017-05-27,238.55
2017-05-28,230.27
2017-05-29,230.86
2017-05-30,199.47
2017-05-31,186.29
2017-06-01,183.97
2017-06-02,227.77
2017-06-03,207.12
2017-06-04,245.68
2017-06-05,218.8
2017-06-06,172.38
2017-06-07,187.49
2017-06-08,153.75
2017-06-09,209.68
2017-06-10,228.62
2017-06-11,209.72
2017-06-12,209.03
2017-06-13,218.53
2017-06-14,170.2
2017-06-15,165.15
2017-06-16,218.28
2017-06-17,240.51
2017-06-18,214.37
2017-06-19,218.04
2017-06-20,205.01
2017-06-21,162.3
2017-06-22,169.39
2017-06-23,210.14
2017-06-24,231.96
2017-06-25,218.35
2017-06-26,185.25
2017-06-27,210.26
2017-06-28,161.04
2017-06-29,167.2
2017-06-30,192.36
2017-07-01,225.53
2017-07-02,218.25
2017-07-03,200.21
2017-07-04,182.94
2017-07-05,165.19
2017-07-06,176.13
2017-07-07,144.82
2017-07-08,193.32
2017-07-09,204.61
2017-07-10,172.28
2017-07-11,177.35
2017-07-12,157.04
2017-07-13,189.68
2017-07-14,201.96
2017-07-15,186.4
2017-07-16,194.37
2017-07-17,184.09
2017-07-18,160.46
2017-07-19,158.73
2017-07-20,147.69
2017-07-21,157.14
2017-07-22,198.49
2017-07-23,201.86
2017-07-24,168.95
2017-07-25,176.51
2017-07-26,142.21
2017-07-27,158.77
2017-07-28,182.35
2017-07-29,184.61
2017-07-30,195.25
2017-07-31,169.31
2017-08-01,156.21
2017-08-02,144.71
2017-08-03,139.93
2017-08-04,163.59
2017-08-05,158.13
2017-08-06,177.35
2017-08-07,169.12
2017-08-08,151.7
2017-08-09,140.61
2017-08-10,146.68
2017-08-11,169.96
2017-08-12,191.06
2017-08-13,171.6
2017-08-14,152.03
2017-08-15,136.65
2017-08-16,133.71
2017-08-17,139.18
2017-08-18,148.13
2017-08-19,155.47
2017-08-20,171.53
2017-08-21,169.88
2017-08-22,158.35
2017-08-23,129.87
2017-08-24,135.54
2017-08-25,143.12
2017-08-26,171.84
2017-08-27,163.11
2017-08-28,173.29
2017-08-29,120.24
2017-08-30,130.51
2017-08-31,143.99
2017-09-01,157.59
2017-09-02,210.59
2017-09-03,179.04
2017-09-04,147.66
2017-09-05,143.69
2017-09-06,107.43
2017-09-07,136.51
2017-09-08,140.65
2017-09-09,182.32
2017-09-10,164.02
2017-09-11,159.52
2017-09-12,134.22
2017-09-13,158.86
2017-09-14,131.68
2017-09-15,179.5
2017-09-16,179.74
2017-09-17,178.52
2017-09-18,165.9
2017-09-19,148.84
2017-09-20,103.13
2017-09-21,131.66
2017-09-22,164.11
2017-09-23,166.3
2017-09-24,149.79
2017-09-25,159.25
2017-09-26,168.25
2017-09-27,150.58
2017-09-28,134.83
2017-09-29,165.7
2017-09-30,161.62
2017-10-01,145.48
2017-10-02,146.42
2017-10-03,166.46
2017-10-04,128.18
2017-10-05,132.6
2017-10-06,147.51
2017-10-07,196.34
2017-10-08,196.17
2017-10-09,194.39
2017-10-10,141.54
2017-10-11,137.71
2017-10-12,114.58
2017-10-13,175.32
2017-10-14,151.5
2017-10-15,176.35
2017-10-16,146.05
2017-10-17,136.57
2017-10-18,122.28
2017-10-19,129.85
2017-10-20,146.8
2017-10-21,162.59
2017-10-22,187.48
2017-10-23,147.89
2017-10-24,150.74
2017-10-25,155.22
2017-10-26,133.46
2017-10-27,146.38
2017-10-28,169.69
2017-10-29,195.09
2017-10-30,169.87
2017-10-31,142.03
2017-11-01,146.85
2017-11-02,127.33
2017-11-03,170.15
2017-11-04,182.14
2017-11-05,175.7
2017-11-06,157.37
2017-11-07,139.76
2017-11-08,150.74
2017-11-09,165.5
2017-11-10,153.64
2017-11-11,186.21
2017-11-12,152.41
2017-11-13,164.64
2017-11-14,156.12
2017-11-15,132.66
2017-11-16,136.66
2017-11-17,156.88
2017-11-18,187.48
2017-11-19,184.72
2017-11-20,143.72
2017-11-21,128.71
2017-11-22,141.19
2017-11-23,161.62
2017-11-24,129.78
2017-11-25,179.75
2017-11-26,183.84
2017-11-27,202.36
2017-11-28,159.04
2017-11-29,160.38
2017-11-30,161.26
2017-12-01,143.47
2017-12-02,203.25
2017-12-03,199.48
2017-12-04,193.72
2017-12-05,228.31
2017-12-06,128.01
2017-12-07,189.69
2017-12-08,175.83
2017-12-09,200.78
2017-12-10,200.34
2017-12-11,184.54
2017-12-12,165.71
2017-12-13,169.08
2017-12-14,145.96
2017-12-15,196.32
2017-12-16,195.18
2017-12-17,189.05
2017-12-18,189.15
2017-12-19,198.13
2017-12-20,161.15
2017-12-21,179.15
2017-12-22,179.17
2017-12-23,217.88
2017-12-24,221.39
2017-12-25,228.75
2017-12-26,181.77
2017-12-27,184.35
2017-12-28,180.39
2017-12-29,214.73
2017-12-30,200.88
2017-12-31,227.44
2018-01-01,203.26
2018-01-02,188.6
2018-01-03,180.86
2018-01-04,187.86
2018-01-05,198.71
2018-01-06,220.04
2018-01-07,245.09
2018-01-08,226.11
2018-01-09,207.74
2018-01-10,177.78
2018-01-11,175.86
2018-01-12,219.89
2018-01-13,235.05
2018-01-14,248.58
2018-01-15,207.33
2018-01-16,196.3
2018-01-17,165.04
2018-01-18,188.31
2018-01-19,225.48
2018-01-20,219.87
2018-01-21,241.02
2018-01-22,218.43
2018-01-23,209.47
2018-01-24,177.25
2018-01-25,200.28
2018-01-26,170.44
2018-01-27,228.8
2018-01-28,211.67
2018-01-29,244.05
2018-01-30,220.91
2018-01-31,206.07
2018-02-01,226.38
2018-02-02,205.59
2018-02-03,262.29
2018-02-04,254.54
2018-02-05,226.8
2018-02-06,230.63
2018-02-07,186.77
2018-02-08,195.44
2018-02-09,214.9
2018-02-10,232.3
2018-02-11,228.81
2018-02-12,252.74
2018-02-13,213.7
2018-02-14,212.58
2018-02-15,203.13
2018-02-16,200.54
2018-02-17,248.05
2018-02-18,219.68
2018-02-19,237.0
2018-02-20,200.64
2018-02-21,240.63
2018-02-22,228.82
2018-02-23,232.83
2018-02-24,266.28
2018-02-25,238.93
2018-02-26,249.38
2018-02-27,227.29
2018-02-28,217.84
2018-03-01,237.23
2018-03-02,245.15
2018-03-03,254.51
2018-03-04,229.58
2018-03-05,229.54
2018-03-06,225.09
2018-03-07,217.85
2018-03-08,203.68
2018-03-09,272.76
2018-03-10,275.27
2018-03-11,265.7
2018-03-12,247.21
2018-03-13,225.86
2018-03-14,204.2
2018-03-15,223.75
2018-03-16,242.33
2018-03-17,235.69
2018-03-18,263.41
2018-03-19,245.44
2018-03-20,201.99
2018-03-21,207.05
2018-03-22,217.78
2018-03-23,268.09
2018-03-24,263.9
2018-03-25,239.52
2018-03-26,256.14
2018-03-27,208.39
2018-03-28,237.11
2018-03-29,217.75
2018-03-30,239.12
2018-03-31,276.1
2018-04-01,240.82
2018-04-02,228.38
2018-04-03,223.25
2018-04-04,236.77
2018-04-05,202.27
2018-04-06,198.2
2018-04-07,249.53
2018-04-08,268.4
2018-04-09,267.26
2018-04-10,224.89
2018-04-11,214.78
2018-04-12,242.04
2018-04-13,212.22
2018-04-14,249.97
2018-04-15,262.4
2018-04-16,255.34
2018-04-17,223.45
2018-04-18,220.65
2018-04-19,186.5
2018-04-20,229.42
2018-04-21,261.54
2018-04-22,243.67
2018-04-23,248.26
2018-04-24,236.51
2018-04-25,213.62
2018-04-26,224.93
2018-04-27,223.32
2018-04-28,250.04
2018-04-29,265.88
2018-04-30,247.98
2018-05-01,219.18
2018-05-02,220.22
2018-05-03,231.12
2018-05-04,204.97
2018-05-05,268.41
2018-05-06,249.5
2018-05-07,249.75
2018-05-08,243.61
2018-05-09,193.88
2018-05-10,207.3
2018-05-11,228.86
2018-05-12,236.67
2018-05-13,277.9
2018-05-14,227.79
2018-05-15,214.53
2018-05-16,214.67
2018-05-17,196.99
2018-05-18,224.28
2018-05-19,250.15
2018-05-20,243.79
2018-05-21,236.09
2018-05-22,211.71
2018-05-23,185.63
2018-05-24,216.53
2018-05-25,253.17
2018-05-26,242.24
2018-05-27,248.69
2018-05-28,244.36
2018-05-29,197.04
2018-05-30,230.26
2018-05-31,211.08
2018-06-01,247.61
2018-06-02,227.22
2018-06-03,268.79
2018-06-04,241.76
2018-06-05,220.5
2018-06-06,204.32
2018-06-07,200.36
2018-06-08,237.15
2018-06-09,236.29
2018-06-10,207.95
2018-06-11,209.28
2018-06-12,205.29
2018-06-13,201.3
2018-06-14,199.05
2018-06-15,233.21
2018-06-16,200.68
2018-06-17,235.35
2018-06-18,194.48
2018-06-19,215.17
2018-06-20,190.91
2018-06-21,201.85
2018-06-22,197.6
2018-06-23,244.76
2018-06-24,244.42
2018-06-25,226.09
2018-06-26,197.41
2018-06-27,196.59
2018-06-28,180.51
2018-06-29,218.95
2018-06-30,245.85
2018-07-01,240.39
2018-07-02,201.93
2018-07-03,200.3
2018-07-04,164.03
2018-07-05,195.23
2018-07-06,208.41
2018-07-07,188.6
2018-07-08,202.45
2018-07-09,204.18
2018-07-10,185.93
2018-07-11,160.85
2018-07-12,188.06
2018-07-13,201.01
2018-07-14,209.34
2018-07-15,204.16
2018-07-16,219.79
2018-07-17,210.93
2018-07-18,167.41
2018-07-19,168.74
2018-07-20,200.32
2018-07-21,202.62
2018-07-22,209.17
2018-07-23,210.95
2018-07-24,153.27
2018-07-25,190.28
2018-07-26,174.88
2018-07-27,182.69
2018-07-28,202.59
2018-07-29,206.67
2018-07-30,169.89
2018-07-31,200.38
2018-08-01,167.21
2018-08-02,176.56
2018-08-03,199.29
2018-08-04,184.82
2018-08-05,210.58
2018-08-06,188.13
2018-08-07,186.99
2018-08-08,131.06
2018-08-09,164.86
2018-08-10,172.46
2018-08-11,203.15
2018-08-12,207.11
2018-08-13,178.16
2018-08-14,160.29
2018-08-15,158.05
2018-08-16,149.69
2018-08-17,190.98
2018-08-18,188.03
2018-08-19,153.42
2018-08-20,180.18
2018-08-21,152.48
2018-08-22,132.39
2018-08-23,141.79
2018-08-24,177.26
2018-08-25,210.84
2018-08-26,199.12
2018-08-27,174.17
2018-08-28,172.43
2018-08-29,147.57
2018-08-30,147.6
2018-08-31,156.05
2018-09-01,162.44
2018-09-02,186.46
2018-09-03,183.6
2018-09-04,162.17
2018-09-05,146.32
2018-09-06,142.01
2018-09-07,180.73
2018-09-08,167.28
2018-09-09,202.35
2018-09-10,164.67
2018-09-11,150.88
2018-09-12,129.18
2018-09-13,147.38
2018-09-14,185.02
2018-09-15,193.64
2018-09-16,204.32
2018-09-17,186.55
2018-09-18,144.71
2018-09-19,145.4
2018-09-20,142.45
2018-09-21,189.69
2018-09-22,167.37
2018-09-23,202.56
2018-09-24,191.7
2018-09-25,188.38
2018-09-26,143.97
2018-09-27,164.67
2018-09-28,203.87
2018-09-29,176.06
2018-09-30,166.21
2018-10-01,150.27
2018-10-02,171.87
2018-10-03,122.2
2018-10-04,148.82
2018-10-05,176.7
2018-10-06,188.68
2018-10-07,196.27
2018-10-08,182.55
2018-10-09,181.19
2018-10-10,137.07
2018-10-11,145.24
2018-10-12,159.63
2018-10-13,199.51
2018-10-14,204.63
2018-10-15,187.3
2018-10-16,181.16
2018-10-17,135.16
2018-10-18,181.96
2018-10-19,195.71
2018-10-20,199.81
2018-10-21,219.65
2018-10-22,157.56
2018-10-23,157.5
2018-10-24,143.84
2018-10-25,169.89
2018-10-26,159.29
2018-10-27,202.4
2018-10-28,215.83
2018-10-29,195.25
2018-10-30,172.11
2018-10-31,142.62
2018-11-01,149.0
2018-11-02,196.5
2018-11-03,205.51
2018-11-04,197.54
2018-11-05,181.48
2018-11-06,140.46
2018-11-07,144.43
2018-11-08,193.51
2018-11-09,161.75
2018-11-10,199.93
2018-11-11,216.56
2018-11-12,172.32
2018-11-13,177.08
2018-11-14,178.09
2018-11-15,168.6
2018-11-16,227.63
2018-11-17,175.76
2018-11-18,221.1
2018-11-19,192.37
2018-11-20,189.77
2018-11-21,174.57
2018-11-22,161.41
2018-11-23,192.08
2018-11-24,177.02
2018-11-25,218.41
2018-11-26,203.64
2018-11-27,192.01
2018-11-28,188.12
2018-11-29,182.26
2018-11-30,195.25
2018-12-01,196.1
2018-12-02,203.16
2018-12-03,221.48
2018-12-04,208.54
2018-12-05,173.27
2018-12-06,182.08
2018-12-07,184.14
2018-12-08,231.62
2018-12-09,228.57
2018-12-10,237.58
2018-12-11,178.63
2018-12-12,176.02
2018-12-13,189.73
2018-12-14,212.3
2018-12-15,215.72
2018-12-16,210.44
2018-12-17,226.65
2018-12-18,207.62
2018-12-19,172.96
2018-12-20,211.63
2018-12-21,225.21
2018-12-22,226.04
2018-12-23,229.82
2018-12-24,226.85
2018-12-25,188.99
2018-12-26,192.28
2018-12-27,164.15
2018-12-28,225.95
2018-12-29,205.76
2018-12-30,256.33
2018-12-31,218.75
2019-01-01,203.91
2019-01-02,187.58
2019-01-03,197.28
2019-01-04,239.25
2019-01-05,197.03
2019-01-06,258.09
2019-01-07,233.92
2019-01-08,194.12
2019-01-09,186.01
2019-01-10,231.87
2019-01-11,208.9
2019-01-12,222.15
2019-01-13,261.09
2019-01-14,239.0
2019-01-15,203.21
2019-01-16,210.42
2019-01-17,196.36
2019-01-18,244.6
2019-01-19,260.34
2019-01-20,256.96
2019-01-21,244.27
2019-01-22,248.6
2019-01-23,212.04
2019-01-24,198.86
2019-01-25,239.64
2019-01-26,280.49
2019-01-27,238.5
2019-01-28,238.14
2019-01-29,233.1
2019-01-30,215.87
2019-01-31,206.45
2019-02-01,254.28
2019-02-02,288.52
2019-02-03,261.14
2019-02-04,234.43
2019-02-05,208.01
2019-02-06,224.89
2019-02-07,242.04
2019-02-08,248.83
2019-02-09,257.88
2019-02-10,253.51
2019-02-11,235.71
2019-02-12,247.81
2019-02-13,238.72
2019-02-14,206.23
2019-02-15,269.43
2019-02-16,270.35
2019-02-17,287.1
2019-02-18,235.66
2019-02-19,218.44
2019-02-20,226.36
2019-02-21,240.48
2019-02-22,275.98
2019-02-23,275.72
2019-02-24,265.8
2019-02-25,243.66
2019-02-26,260.58
2019-02-27,217.26
2019-02-28,260.42
2019-03-01,247.77
2019-03-02,291.91
2019-03-03,282.48
2019-03-04,259.79
2019-03-05,237.05
2019-03-06,229.25
2019-03-07,244.99
2019-03-08,255.68
2019-03-09,261.56
2019-03-10,272.15
2019-03-11,265.28
2019-03-12,215.1
2019-03-13,243.35
2019-03-14,225.9
2019-03-15,239.18
2019-03-16,247.04
2019-03-17,249.53
2019-03-18,245.49
2019-03-19,238.03
2019-03-20,267.34
2019-03-21,234.19
2019-03-22,260.54
2019-03-23,279.67
2019-03-24,279.64
2019-03-25,265.82
2019-03-26,231.81
2019-03-27,260.79
2019-03-28,270.09
2019-03-29,233.46
2019-03-30,259.05
2019-03-31,274.13
2019-04-01,253.09
2019-04-02,257.83
2019-04-03,228.52
2019-04-04,275.79
2019-04-05,276.81
2019-04-06,277.76
2019-04-07,293.82
2019-04-08,284.14
2019-04-09,241.69
2019-04-10,227.03
2019-04-11,244.24
2019-04-12,271.54
2019-04-13,276.25
2019-04-14,254.26
2019-04-15,254.94
2019-04-16,248.39
2019-04-17,237.4
2019-04-18,271.83
2019-04-19,236.93
2019-04-20,280.76
2019-04-21,299.19
2019-04-22,299.91
2019-04-23,242.21
2019-04-24,244.61
2019-04-25,249.42
2019-04-26,259.2
2019-04-27,270.17
2019-04-28,281.79
2019-04-29,226.18
2019-04-30,256.76
2019-05-01,237.3
2019-05-02,235.63
2019-05-03,285.0
2019-05-04,259.48
2019-05-05,267.09
2019-05-06,291.85
2019-05-07,231.78
2019-05-08,224.83
2019-05-09,234.37
2019-05-10,264.44
2019-05-11,270.19
2019-05-12,251.15
2019-05-13,251.33
2019-05-14,232.43
2019-05-15,229.13
2019-05-16,240.11
2019-05-17,255.19
2019-05-18,237.46
2019-05-19,283.46
2019-05-20,260.01
2019-05-21,259.16
2019-05-22,233.75
2019-05-23,246.98
2019-05-24,252.6
2019-05-25,280.93
2019-05-26,271.92
2019-05-27,251.28
2019-05-28,268.95
2019-05-29,236.85
2019-05-30,235.45
2019-05-31,222.79
2019-06-01,237.7
2019-06-02,264.72
2019-06-03,251.13
2019-06-04,221.82
2019-06-05,221.75
2019-06-06,246.75
2019-06-07,248.41
2019-06-08,235.91
2019-06-09,254.63
2019-06-10,232.81
2019-06-11,221.12
2019-06-12,209.31
2019-06-13,211.6
2019-06-14,214.97
2019-06-15,246.9
2019-06-16,243.65
2019-06-17,196.68
2019-06-18,253.44
2019-06-19,227.53
2019-06-20,208.79
2019-06-21,229.73
2019-06-22,226.88
2019-06-23,273.12
2019-06-24,264.69
2019-06-25,220.59
2019-06-26,222.13
2019-06-27,212.64
2019-06-28,204.95
2019-06-29,233.83
2019-06-30,245.21
2019-07-01,224.95
2019-07-02,210.49
2019-07-03,200.94
2019-07-04,204.33
2019-07-05,221.32
2019-07-06,219.63
2019-07-07,228.01
2019-07-08,208.04
2019-07-09,223.99
2019-07-10,166.29
2019-07-11,218.41
2019-07-12,236.91
2019-07-13,226.6
2019-07-14,195.32
2019-07-15,217.51
2019-07-16,204.0
2019-07-17,178.37
2019-07-18,189.05
2019-07-19,234.76
2019-07-20,236.82
2019-07-21,216.24
2019-07-22,194.73
2019-07-23,195.84
2019-07-24,186.14
2019-07-25,200.07
2019-07-26,199.66
2019-07-27,230.42
2019-07-28,255.07
2019-07-29,226.9
2019-07-30,196.04
2019-07-31,182.64
2019-08-01,183.36
2019-08-02,221.52
2019-08-03,209.5
2019-08-04,222.93
2019-08-05,211.68
2019-08-06,185.52
2019-08-07,161.13
2019-08-08,189.93
2019-08-09,199.32
2019-08-10,222.89
2019-08-11,210.77
2019-08-12,225.8
2019-08-13,176.52
2019-08-14,204.09
2019-08-15,155.61
2019-08-16,203.55
2019-08-17,219.37
2019-08-18,203.75
2019-08-19,210.82
2019-08-20,205.89
2019-08-21,142.24
2019-08-22,186.51
2019-08-23,156.84
2019-08-24,195.03
2019-08-25,237.46
2019-08-26,193.13
2019-08-27,166.56
2019-08-28,170.06
2019-08-29,207.59
2019-08-30,164.43
2019-08-31,191.48
2019-09-01,233.29
2019-09-02,227.61
2019-09-03,180.57
2019-09-04,152.47
2019-09-05,206.11
2019-09-06,214.0
2019-09-07,215.68
2019-09-08,196.97
2019-09-09,197.4
2019-09-10,178.19
2019-09-11,174.57
2019-09-12,195.07
2019-09-13,201.98
2019-09-14,188.12
2019-09-15,228.66
2019-09-16,201.78
2019-09-17,189.92
2019-09-18,190.7
2019-09-19,155.81
2019-09-20,187.51
2019-09-21,195.65
2019-09-22,183.92
2019-09-23,201.78
2019-09-24,216.88
2019-09-25,140.77
2019-09-26,171.75
2019-09-27,197.49
2019-09-28,205.39
2019-09-29,205.74
2019-09-30,177.18
2019-10-01,182.86
2019-10-02,157.27
2019-10-03,139.71
2019-10-04,206.21
2019-10-05,218.41
2019-10-06,208.79
2019-10-07,200.76
2019-10-08,196.23
2019-10-09,172.81
2019-10-10,187.03
2019-10-11,184.82
2019-10-12,224.79
2019-10-13,213.98
2019-10-14,201.47
2019-10-15,162.38
2019-10-16,175.15
2019-10-17,162.47
2019-10-18,181.27
2019-10-19,194.52
2019-10-20,194.9
2019-10-21,232.23
2019-10-22,203.28
2019-10-23,201.6
2019-10-24,158.64
2019-10-25,194.02
2019-10-26,189.53
2019-10-27,202.72
2019-10-28,188.93
2019-10-29,204.32
2019-10-30,169.35
2019-10-31,195.57
2019-11-01,204.66
2019-11-02,246.2
2019-11-03,193.75
2019-11-04,224.44
2019-11-05,205.84
2019-11-06,163.68
2019-11-07,197.72
2019-11-08,203.77
2019-11-09,211.43
2019-11-10,206.84
2019-11-11,198.1
2019-11-12,222.79
2019-11-13,181.75
2019-11-14,197.87
2019-11-15,190.44
2019-11-16,206.79
2019-11-17,239.14
2019-11-18,192.4
2019-11-19,189.64
2019-11-20,186.13
2019-11-21,191.74
2019-11-22,203.61
2019-11-23,228.47
2019-11-24,237.4
2019-11-25,227.82
2019-11-26,185.27
2019-11-27,185.61
2019-11-28,212.28
2019-11-29,224.06
2019-11-30,206.33
2019-12-01,236.71
2019-12-02,191.6
2019-12-03,205.28
2019-12-04,222.89
2019-12-05,184.74
2019-12-06,202.76
2019-12-07,243.06
2019-12-08,213.0
2019-12-09,216.53
2019-12-10,218.3
2019-12-11,189.72
2019-12-12,200.26
2019-12-13,231.31
2019-12-14,242.82
2019-12-15,245.07
2019-12-16,225.88
2019-12-17,219.88
2019-12-18,202.38
2019-12-19,215.69
2019-12-20,217.73
2019-12-21,238.81
2019-12-22,231.29
2019-12-23,235.53
2019-12-24,207.27
2019-12-25,192.64
2019-12-26,217.83
2019-12-27,233.51
2019-12-28,258.44
2019-12-29,244.83
2019-12-30,247.33
2019-12-31,232.86
2020-01-01,221.19
2020-01-02,206.73
2020-01-03,237.73
2020-01-04,257.32
2020-01-05,256.57
2020-01-06,215.08
2020-01-07,232.16
2020-01-08,252.85
2020-01-09,218.85
2020-01-10,229.69
2020-01-11,262.58
2020-01-12,266.25
2020-01-13,269.35
2020-01-14,215.96
2020-01-15,235.69
2020-01-16,238.15
2020-01-17,243.5
2020-01-18,267.05
2020-01-19,281.98
2020-01-20,269.5
2020-01-21,222.6
2020-01-22,241.92
2020-01-23,233.19
2020-01-24,251.57
2020-01-25,267.88
2020-01-26,269.06
2020-01-27,279.03
2020-01-28,243.2
2020-01-29,217.5
2020-01-30,232.89
2020-01-31,257.75
2020-02-01,289.78
2020-02-02,284.88
2020-02-03,252.87
2020-02-04,286.17
2020-02-05,242.65
2020-02-06,262.27
2020-02-07,257.09
2020-02-08,283.59
2020-02-09,292.62
2020-02-10,288.05
2020-02-11,268.85
2020-02-12,255.8
2020-02-13,242.4
2020-02-14,254.73
2020-02-15,284.46
2020-02-16,297.85
2020-02-17,270.2
2020-02-18,272.67
2020-02-19,268.15
2020-02-20,236.97
2020-02-21,254.27
2020-02-22,280.82
2020-02-23,291.86
2020-02-24,269.01
2020-02-25,280.24
2020-02-26,255.92
2020-02-27,254.43
2020-02-28,248.35
2020-02-29,266.18
2020-03-01,294.39
2020-03-02,247.74
2020-03-03,277.93
2020-03-04,249.9
2020-03-05,305.13
2020-03-06,307.07
2020-03-07,285.69
2020-03-08,290.99
2020-03-09,297.0
2020-03-10,290.55
2020-03-11,229.89
2020-03-12,231.8
2020-03-13,265.16
2020-03-14,299.11
2020-03-15,301.92
2020-03-16,299.91
2020-03-17,248.73
2020-03-18,221.36
2020-03-19,273.02
2020-03-20,263.54
2020-03-21,261.49
2020-03-22,297.96
2020-03-23,297.0
2020-03-24,266.05
2020-03-25,250.31
2020-03-26,258.75
2020-03-27,271.32
2020-03-28,272.37
2020-03-29,285.81
2020-03-30,293.58
2020-03-31,273.28
2020-04-01,260.19
2020-04-02,246.63
2020-04-03,274.48
2020-04-04,260.18
2020-04-05,299.37
2020-04-06,307.28
2020-04-07,246.34
2020-04-08,248.8
2020-04-09,266.33
2020-04-10,295.75
2020-04-11,285.79
2020-04-12,285.89
2020-04-13,255.82
2020-04-14,269.43
2020-04-15,287.56
2020-04-16,264.81
2020-04-17,275.8
2020-04-18,296.44
2020-04-19,295.13
2020-04-20,272.1
2020-04-21,279.09
2020-04-22,259.1
2020-04-23,259.62
2020-04-24,260.13
2020-04-25,309.71
2020-04-26,303.74
2020-04-27,274.39
2020-04-28,280.09
2020-04-29,246.49
2020-04-30,245.8
2020-05-01,261.47
2020-05-02,261.62
2020-05-03,298.8
2020-05-04,253.1
2020-05-05,244.44
2020-05-06,220.56
2020-05-07,253.91
2020-05-08,268.21
2020-05-09,280.82
2020-05-10,273.55
2020-05-11,260.39
2020-05-12,267.17
2020-05-13,240.71
2020-05-14,257.15
2020-05-15,254.33
2020-05-16,285.52
2020-05-17,305.77
2020-05-18,283.73
2020-05-19,250.93
2020-05-20,249.68
2020-05-21,245.59
2020-05-22,264.47
2020-05-23,274.61
2020-05-24,280.38
2020-05-25,274.7
2020-05-26,238.74
2020-05-27,227.06
2020-05-28,224.8
2020-05-29,236.73
2020-05-30,257.57
2020-05-31,281.53
2020-06-01,254.37
2020-06-02,257.55
2020-06-03,238.98
2020-06-04,212.22
2020-06-05,266.64
2020-06-06,284.03
2020-06-07,260.24
2020-06-08,270.04
2020-06-09,232.94
2020-06-10,235.83
2020-06-11,218.66
